review_id,user_name,user_type,rating,review_text,state,num_tires,amount_spent,tire_size,vehicle_type,purchase_date,usage_time_months,driving_conditions,usage_frequency,tire_brand,repeat_purchase,reported_issues,vehicle_model,recommendation,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
106,Jeremy Graham,individual,4,Excellent performance and smooth ride.,Zacatecas,13,4310.48,110/70-17,motorcycle,2023-09-24,5,highway,medium,Bridgestone,Yes,fast wear,Reason 744,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
108,Scott PLC,company,1,"Perfect for long highway trips, comfortable ride.",Jalisco,13,1914.5,700x25c,bicycle,2023-05-17,33,mixed,medium,Goodyear,No,punctures,Style 958,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
109,Gross Inc,company,1,Good tires but a bit noisy at high speeds.,Nayarit,4,4100.87,110/70-17,motorcycle,2022-12-13,7,city,high,Bridgestone,Yes,noise,Size 747,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
110,Fischer Inc,company,2,"Perfect for long highway trips, comfortable ride.",Baja California,12,3837.47,225/70R19.5,motorcycle,2024-06-11,34,off-road,medium,Goodyear,No,none,Glass 349,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
111,Laura Wilson,individual,5,"Mediocre performance, I would not buy again.",Baja California,3,4312.77,700x25c,car,2023-11-02,22,mixed,low,Continental,No,noise,Left 996,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
112,"Morris, Moore and Fernandez",company,3,"Amazing traction and stability, very satisfied.",San Luis Potosí,18,1027.86,700x25c,car,2023-05-22,9,highway,high,Continental,Yes,fast wear,Health 808,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
113,Matthew Soto,individual,4,"Amazing traction and stability, very satisfied.",Tabasco,12,3691.15,225/70R19.5,bicycle,2022-09-18,22,mixed,low,Continental,Yes,good traction,Surface 450,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
114,"Pitts, Powell and Carson",company,4,Excellent performance and smooth ride.,Chihuahua,17,2631.61,265/70R17,car,2022-05-19,32,off-road,medium,Pirelli,No,fast wear,Mention 206,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
115,Walter Morales,individual,5,"Mediocre performance, I would not buy again.",Querétaro,13,1302.75,110/70-17,car,2024-05-17,27,mixed,low,Bridgestone,No,fast wear,Year 590,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
116,Jones Group,company,5,"Mediocre performance, I would not buy again.",Nuevo León,12,4308.55,225/70R19.5,bicycle,2022-12-24,30,city,medium,Continental,No,excellent grip,Unit 836,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
117,Laura Chang,individual,4,"Poor grip on wet roads, I expected better.",Colima,10,2248.58,265/70R17,truck,2022-12-16,28,mixed,high,Michelin,Yes,good traction,Thousand 901,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
118,Dana Richards,individual,4,"Perfect for long highway trips, comfortable ride.",Nuevo León,4,1956.12,265/70R17,car,2025-01-26,33,off-road,high,Bridgestone,No,fast wear,Stage 808,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
119,Yvonne Peterson,individual,2,"Great tires, very durable and reliable.",Jalisco,18,2625.27,110/70-17,bicycle,2023-03-30,17,city,high,Goodyear,No,punctures,Collection 687,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
120,Palmer Ltd,company,5,"Had frequent punctures, disappointing experience.",Nuevo León,16,174.11,700x25c,car,2024-02-24,26,mixed,low,Goodyear,Yes,noise,Behavior 387,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
121,"Baker, Smith and Santiago",company,5,"Not worth the price, wore out too quickly.",Morelos,17,499.25,110/70-17,motorcycle,2022-05-09,15,city,high,Michelin,Yes,fast wear,Meet 595,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
122,Amanda Smith MD,individual,3,"Mediocre performance, I would not buy again.",Morelos,2,3926.53,700x25c,car,2023-03-15,27,highway,medium,Goodyear,No,none,Pull 520,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
123,Perez Ltd,company,5,"Amazing traction and stability, very satisfied.",Yucatán,2,387.54,700x25c,bicycle,2025-01-20,34,highway,high,Bridgestone,No,punctures,Price 874,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
124,Nicole Robinson,individual,5,"Great tires, very durable and reliable.",Zacatecas,1,,265/70R17,car,2023-02-24,18,off-road,low,Michelin,Yes,excellent grip,Industry 370,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
125,Williams Group,company,2,"Reliable and fuel-efficient, highly recommend.",Jalisco,13,4865.68,265/70R17,bicycle,2023-03-20,11,off-road,medium,Michelin,No,excellent grip,Say 645,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
126,Jackson Saunders,individual,4,"Mediocre performance, I would not buy again.",Baja California,13,136.68,700x25c,car,2024-09-09,26,city,low,Michelin,Yes,excellent grip,Hour 879,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
127,Jared Dean,individual,4,"Not worth the price, wore out too quickly.",Jalisco,14,1091.03,225/70R19.5,bicycle,2023-08-23,2,mixed,medium,Goodyear,No,punctures,Structure 516,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
128,Scott LLC,company,3,"Amazing traction and stability, very satisfied.",San Luis Potosí,11,1042.69,700x25c,car,2022-11-01,20,mixed,medium,Continental,No,noise,New 626,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
129,Barker and Sons,company,1,"Not worth the price, wore out too quickly.",Querétaro,5,148.78,700x25c,truck,2022-09-06,17,off-road,low,Goodyear,No,noise,Answer 543,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
130,"Meyers, Davis and Taylor",company,3,Excellent performance and smooth ride.,Jalisco,12,,225/70R19.5,motorcycle,2024-09-16,12,off-road,high,Bridgestone,No,none,Determine 603,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
131,Judith Wilson,individual,2,"Poor grip on wet roads, I expected better.",Jalisco,18,2225.16,700x25c,bicycle,2024-10-10,9,mixed,high,Michelin,Yes,none,Daughter 180,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
132,Charles Henry,individual,4,"Amazing traction and stability, very satisfied.",Jalisco,16,2381.23,225/70R19.5,bicycle,2024-02-17,28,highway,low,Goodyear,Yes,excellent grip,Chance 334,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
133,Faulkner-Li,company,1,"Amazing traction and stability, very satisfied.",Colima,9,4649.95,700x25c,bicycle,2023-02-14,18,off-road,low,Pirelli,No,punctures,Thank 952,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
134,Marcia Brewer,individual,1,"Amazing traction and stability, very satisfied.",Tamaulipas,2,2045.18,110/70-17,motorcycle,2023-12-31,28,city,low,Pirelli,Yes,noise,Budget 599,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
136,Kelly Smith,individual,3,"Poor grip on wet roads, I expected better.",Tlaxcala,4,4990.72,225/70R19.5,car,2022-08-25,16,city,low,Michelin,Yes,fast wear,Experience 900,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
137,Williams Group,company,1,"Reliable and fuel-efficient, highly recommend.",México,3,,225/70R19.5,truck,2023-08-26,20,city,medium,Pirelli,No,fast wear,Staff 321,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
138,Chen-Lee,company,2,"Perfect for long highway trips, comfortable ride.",Nayarit,17,4889.69,265/70R17,car,2022-04-30,19,city,high,Goodyear,No,noise,Work 155,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
139,Nathan Johnson,individual,5,"Poor grip on wet roads, I expected better.",Guanajuato,12,2677.85,700x25c,bicycle,2024-04-22,29,mixed,medium,Michelin,Yes,none,Special 626,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
140,Debra Stokes,individual,1,"Had frequent punctures, disappointing experience.",Tamaulipas,9,1442.2,110/70-17,bicycle,2022-07-26,23,highway,high,Pirelli,Yes,noise,Event 648,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
141,"Jarvis, Lyons and Price",company,5,Excellent performance and smooth ride.,Oaxaca,14,4481.06,700x25c,bicycle,2022-06-12,20,highway,high,Pirelli,Yes,fast wear,Fall 129,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
142,Pamela Collins,individual,5,Excellent performance and smooth ride.,Chiapas,2,3701.08,225/70R19.5,bicycle,2024-02-08,14,highway,low,Michelin,No,excellent grip,Past 939,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
143,Koch Ltd,company,3,"Perfect for long highway trips, comfortable ride.",Veracruz,17,3750.53,700x25c,truck,2023-01-31,29,city,high,Michelin,Yes,noise,From 899,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
144,Timothy Bell,individual,2,"Perfect for long highway trips, comfortable ride.",Quintana Roo,5,2314.06,265/70R17,motorcycle,2025-02-01,12,mixed,low,Bridgestone,No,punctures,Medical 179,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
145,Garrison LLC,company,1,"Reliable and fuel-efficient, highly recommend.",Querétaro,18,1568.29,700x25c,truck,2022-07-31,21,city,low,Pirelli,Yes,none,One 799,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
146,Micheal Hanson,individual,3,"Had frequent punctures, disappointing experience.",San Luis Potosí,15,3329.99,225/70R19.5,truck,2022-12-14,23,mixed,low,Continental,No,punctures,Month 298,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
147,Anthony Smith,individual,5,"Amazing traction and stability, very satisfied.",Guerrero,12,3030.13,265/70R17,bicycle,2024-04-15,24,highway,low,Bridgestone,Yes,none,Source 492,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
148,Thomas Inc,company,1,"Amazing traction and stability, very satisfied.",Hidalgo,2,2119.87,265/70R17,bicycle,2022-05-02,33,highway,medium,Goodyear,Yes,good traction,Speech 926,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
149,Shaun Clark,individual,1,"Great tires, very durable and reliable.",Querétaro,15,1628.27,700x25c,bicycle,2024-10-11,1,off-road,medium,Bridgestone,No,fast wear,Herself 268,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
150,Robinson-Hickman,company,5,"Amazing traction and stability, very satisfied.",Nuevo León,9,630.84,110/70-17,bicycle,2022-10-06,23,mixed,medium,Michelin,Yes,none,Job 327,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
151,Mercado-Nelson,company,1,"Mediocre performance, I would not buy again.",Chihuahua,18,1175.75,265/70R17,motorcycle,2024-05-13,21,mixed,low,Bridgestone,No,good traction,Role 136,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
152,Desiree Bates,individual,3,Good tires but a bit noisy at high speeds.,Oaxaca,10,825.65,225/70R19.5,motorcycle,2023-04-21,7,mixed,low,Bridgestone,No,none,Source 650,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
153,Sonya Hardin,individual,3,"Perfect for long highway trips, comfortable ride.",Hidalgo,5,2259.82,225/70R19.5,car,2023-04-01,6,off-road,high,Goodyear,No,fast wear,Good 783,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
154,Ricardo Payne,individual,4,"Not worth the price, wore out too quickly.",Oaxaca,11,1903.98,700x25c,car,2024-05-29,34,mixed,high,Michelin,Yes,none,Time 479,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
155,Christopher Warren,individual,2,"Perfect for long highway trips, comfortable ride.",Coahuila,7,1875.39,110/70-17,car,2023-11-19,16,city,medium,Pirelli,Yes,good traction,Image 662,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
156,Vicki Beck,individual,2,"Not worth the price, wore out too quickly.",México,2,463.37,265/70R17,truck,2024-09-16,21,off-road,low,Bridgestone,Yes,punctures,Probably 428,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
158,Amy Greer,individual,2,Excellent performance and smooth ride.,Aguascalientes,10,3274.51,700x25c,truck,2022-11-08,12,off-road,low,Michelin,No,fast wear,Today 718,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
159,Steven Myers,individual,2,"Amazing traction and stability, very satisfied.",Chihuahua,4,141.45,225/70R19.5,truck,2024-09-27,28,mixed,low,Goodyear,Yes,noise,Return 766,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
161,Anita Park,individual,5,"Had frequent punctures, disappointing experience.",San Luis Potosí,16,3689.75,700x25c,car,2023-11-04,1,city,low,Continental,Yes,excellent grip,Likely 732,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
162,Weber-Oconnell,company,5,Good tires but a bit noisy at high speeds.,San Luis Potosí,13,4548.05,265/70R17,bicycle,2022-06-18,1,off-road,high,Michelin,Yes,noise,It 871,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
163,Dixon Inc,company,1,"Had frequent punctures, disappointing experience.",San Luis Potosí,14,235.91,265/70R17,motorcycle,2022-08-14,33,highway,medium,Bridgestone,No,punctures,Be 661,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
164,Christina Hebert,individual,1,"Not worth the price, wore out too quickly.",Durango,2,1534.42,110/70-17,car,2024-03-11,23,mixed,medium,Bridgestone,Yes,good traction,Baby 723,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
165,Susan Nelson,individual,4,"Reliable and fuel-efficient, highly recommend.",Coahuila,5,3657.45,700x25c,car,2025-02-21,10,mixed,low,Continental,Yes,fast wear,Result 414,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
167,Craig Rice,individual,1,"Not worth the price, wore out too quickly.",San Luis Potosí,13,4960.23,700x25c,truck,2023-04-11,10,off-road,low,Pirelli,Yes,noise,Fall 787,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
169,"Gutierrez, Phillips and Hayes",company,1,"Perfect for long highway trips, comfortable ride.",Nuevo León,12,713.42,110/70-17,car,2024-06-26,16,highway,medium,Continental,Yes,none,Former 494,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
170,"Pacheco, Durham and Robertson",company,4,"Great tires, very durable and reliable.",Baja California,17,2059.67,110/70-17,motorcycle,2024-10-26,20,highway,low,Continental,Yes,none,Guess 837,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
171,"Parker, Burns and Pena",company,4,"Poor grip on wet roads, I expected better.",Hidalgo,9,4486.51,225/70R19.5,car,2025-02-07,7,off-road,low,Bridgestone,No,noise,Middle 977,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
172,Janet Barker,individual,2,Good tires but a bit noisy at high speeds.,Michoacán,13,522.96,225/70R19.5,bicycle,2022-05-13,27,highway,low,Michelin,Yes,none,Series 919,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
173,Patrick Owens,individual,2,"Reliable and fuel-efficient, highly recommend.",Chiapas,10,1234.11,700x25c,car,2025-01-30,25,city,low,Pirelli,No,good traction,Citizen 246,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
174,Glover-Davis,company,1,"Great tires, very durable and reliable.",Quintana Roo,12,3874.72,110/70-17,truck,2022-12-19,20,city,high,Continental,No,noise,Prevent 889,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
175,Martin LLC,company,2,"Mediocre performance, I would not buy again.",San Luis Potosí,13,3569.08,110/70-17,bicycle,2024-09-07,26,highway,low,Goodyear,Yes,fast wear,Into 220,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
176,Jody David,individual,2,"Not worth the price, wore out too quickly.",México,9,2419.98,225/70R19.5,motorcycle,2022-06-20,1,city,high,Continental,No,excellent grip,Light 938,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
178,David Davis,individual,4,"Amazing traction and stability, very satisfied.",Coahuila,12,,225/70R19.5,motorcycle,2024-10-06,11,city,high,Goodyear,No,none,Traditional 927,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
179,Ramirez and Sons,company,1,"Mediocre performance, I would not buy again.",Nayarit,15,2376.5,110/70-17,bicycle,2023-06-29,31,city,medium,Michelin,No,noise,Sure 404,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
180,"Scott, Anderson and Edwards",company,1,"Amazing traction and stability, very satisfied.",Coahuila,16,4546.57,700x25c,truck,2023-06-15,33,city,medium,Goodyear,Yes,fast wear,Trouble 857,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
181,Kyle Patterson,individual,1,"Mediocre performance, I would not buy again.",Hidalgo,14,2316.87,225/70R19.5,truck,2024-09-28,35,mixed,high,Michelin,No,punctures,Skin 309,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
182,Russell Group,company,5,Good tires but a bit noisy at high speeds.,Guanajuato,9,1678.46,225/70R19.5,bicycle,2024-12-24,32,mixed,high,Michelin,Yes,none,Service 167,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
183,John Johnson,individual,3,"Great tires, very durable and reliable.",Nuevo León,1,3118.89,265/70R17,car,2022-10-17,1,city,low,Goodyear,No,none,South 965,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
184,Chad Phelps,individual,2,"Great tires, very durable and reliable.",Baja California,8,4583.88,225/70R19.5,motorcycle,2024-02-11,6,highway,medium,Michelin,Yes,good traction,Will 852,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
185,Herman-Flores,company,5,"Mediocre performance, I would not buy again.",Sonora,11,4635.36,225/70R19.5,car,2024-11-09,1,mixed,medium,Continental,No,punctures,Technology 549,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
186,Stuart-Cooper,company,4,"Had frequent punctures, disappointing experience.",Nuevo León,11,1699.38,265/70R17,motorcycle,2024-06-03,10,highway,high,Pirelli,Yes,fast wear,Six 863,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
187,Jonathan Adkins,individual,4,"Mediocre performance, I would not buy again.",Guerrero,15,717.53,700x25c,truck,2023-09-28,7,mixed,high,Pirelli,Yes,noise,South 611,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
188,Mrs. Deborah Myers,individual,4,"Perfect for long highway trips, comfortable ride.",Coahuila,9,1463.06,265/70R17,motorcycle,2024-04-28,20,off-road,low,Goodyear,Yes,fast wear,Pretty 387,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
189,"Garcia, Lewis and Williams",company,3,"Had frequent punctures, disappointing experience.",Puebla,5,57.76,265/70R17,car,2022-12-04,25,off-road,low,Pirelli,Yes,noise,Must 249,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
190,"Myers, Coleman and Watkins",company,5,"Poor grip on wet roads, I expected better.",Sinaloa,2,4601.58,110/70-17,bicycle,2023-12-28,18,off-road,high,Pirelli,Yes,excellent grip,Religious 361,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
191,"Lopez, Valdez and Jones",company,2,"Reliable and fuel-efficient, highly recommend.",Jalisco,16,4214.67,265/70R17,bicycle,2024-07-26,13,city,high,Goodyear,No,fast wear,Key 199,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
192,"Jackson, Robbins and Dyer",company,1,"Reliable and fuel-efficient, highly recommend.",Quintana Roo,12,3460.39,110/70-17,motorcycle,2022-12-14,1,highway,high,Michelin,No,noise,Explain 611,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
193,Kimberly Clay,individual,4,"Reliable and fuel-efficient, highly recommend.",Guanajuato,13,1389.23,225/70R19.5,motorcycle,2022-06-03,22,mixed,low,Michelin,No,excellent grip,Total 947,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
194,Shelly Moreno,individual,5,"Mediocre performance, I would not buy again.",Sonora,11,4375.28,700x25c,car,2024-01-28,6,city,high,Pirelli,No,noise,Put 921,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
195,Angel Johnson,individual,5,"Great tires, very durable and reliable.",Puebla,18,4875.09,110/70-17,bicycle,2024-12-14,29,off-road,high,Goodyear,No,noise,Quickly 951,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
196,Mason-Vaughn,company,3,Excellent performance and smooth ride.,Guerrero,17,1261.87,225/70R19.5,bicycle,2024-11-13,29,city,high,Continental,No,excellent grip,Produce 633,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
197,Hernandez-Mason,company,2,"Had frequent punctures, disappointing experience.",Colima,16,4202.14,700x25c,bicycle,2022-05-13,11,city,low,Pirelli,Yes,noise,Enter 898,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
198,Christian Sanchez,individual,5,"Perfect for long highway trips, comfortable ride.",Oaxaca,12,2826.88,225/70R19.5,truck,2022-08-23,12,off-road,medium,Michelin,Yes,excellent grip,Evidence 596,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
199,Nielsen Inc,company,3,Excellent performance and smooth ride.,Querétaro,15,3249.14,265/70R17,car,2024-03-03,6,highway,medium,Michelin,No,good traction,Adult 902,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
200,Michael Hall,individual,4,"Reliable and fuel-efficient, highly recommend.",Puebla,5,4904.81,110/70-17,motorcycle,2024-06-02,6,mixed,medium,Pirelli,No,good traction,Fire 160,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
201,Harris Inc,company,2,"Amazing traction and stability, very satisfied.",Durango,5,737.92,265/70R17,truck,2022-07-30,30,off-road,high,Goodyear,No,noise,Beyond 866,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
202,Hunter-Williams,company,1,Good tires but a bit noisy at high speeds.,Guanajuato,15,2274.46,265/70R17,bicycle,2023-03-03,35,city,high,Continental,Yes,punctures,Manager 529,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
203,Henry PLC,company,1,"Reliable and fuel-efficient, highly recommend.",Baja California Sur,3,3469.29,700x25c,car,2024-07-17,6,mixed,medium,Pirelli,No,excellent grip,Follow 755,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
205,Rodriguez PLC,company,1,"Poor grip on wet roads, I expected better.",Nayarit,6,3198.98,265/70R17,bicycle,2023-06-08,16,highway,high,Continental,Yes,good traction,Ago 294,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
206,Casey LLC,company,2,"Not worth the price, wore out too quickly.",Puebla,13,3423.75,225/70R19.5,truck,2022-05-13,7,mixed,low,Michelin,Yes,none,On 136,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
207,"Dunn, Martin and Manning",company,1,"Reliable and fuel-efficient, highly recommend.",Tamaulipas,15,1311.62,265/70R17,bicycle,2023-03-16,24,mixed,medium,Continental,No,fast wear,Occur 566,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
208,"Williams, Morton and Simpson",company,5,"Reliable and fuel-efficient, highly recommend.",Campeche,4,,110/70-17,bicycle,2024-04-23,19,mixed,medium,Bridgestone,No,fast wear,Across 970,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
209,Glenn Nguyen,individual,1,"Poor grip on wet roads, I expected better.",Michoacán,2,1632.96,265/70R17,bicycle,2022-11-11,22,city,high,Continental,Yes,excellent grip,Service 250,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
210,Cody Brown,individual,3,"Perfect for long highway trips, comfortable ride.",Puebla,11,4378.02,110/70-17,truck,2024-02-22,36,highway,high,Michelin,Yes,fast wear,One 890,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
211,Michelle Jackson,individual,2,"Perfect for long highway trips, comfortable ride.",Sonora,4,2092.76,225/70R19.5,bicycle,2022-09-20,17,mixed,medium,Continental,Yes,noise,General 923,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
212,Christie Heath,individual,4,"Poor grip on wet roads, I expected better.",Nayarit,3,145.29,225/70R19.5,car,2023-07-18,7,off-road,high,Bridgestone,No,good traction,Give 723,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
213,Eddie Peck,individual,3,"Mediocre performance, I would not buy again.",Veracruz,17,4730.88,265/70R17,motorcycle,2024-10-11,18,highway,high,Pirelli,Yes,punctures,Green 382,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
215,"Lane, Weaver and Jones",company,3,"Reliable and fuel-efficient, highly recommend.",Sinaloa,13,2556.07,265/70R17,motorcycle,2025-02-05,23,highway,medium,Pirelli,No,excellent grip,Call 402,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
